age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,length_of_stay,class
38,0,0,0,1,0,0,-1.0,1,4,0
25,1,2,0,0,1,2,0.0,8,12,0
70,1,2,1,1,1,1,-13.0,1,12,0
28,1,2,0,1,1,1,-1.0,2,0,0
46,0,0,1,1,1,2,0.0,2,9,1
43,0,0,0,1,1,7,0.0,4,0,0
32,1,2,0,2,1,6,0.0,7,0,0
28,0,0,0,2,1,3,0.0,7,0,0
24,0,0,2,1,0,1,-23.0,4,0,0
44,1,0,0,1,0,0,-1.0,1,1,0
67,0,2,1,1,1,3,-1.0,1,1,0
23,1,5,2,1,1,2,-1.0,4,1,0
47,1,3,1,1,1,0,-1.0,1,3,1
27,0,3,0,1,1,2,-10.0,3,10,0
40,0,5,0,1,0,3,-1.0,2,1,0
20,0,0,2,0,1,2,-16.0,9,0,1
51,1,2,1,1,0,0,0.0,1,1,0
56,1,0,1,1,1,3,-28.0,1,14,0
26,1,0,0,1,0,0,-1.0,2,1,0
29,0,0,0,0,1,16,-1.0,10,0,1
36,0,0,0,1,1,5,17.0,3,11,0
34,1,2,0,1,1,0,-1.0,1,0,0
23,0,0,2,1,1,1,-1.0,4,1,1
33,1,0,0,1,0,3,-1.0,4,2,0
32,0,5,0,1,1,0,-1.0,1,0,0
30,0,0,0,2,1,14,-1.0,7,5,0
40,0,5,0,1,1,1,-1.0,1,1,0
43,0,0,0,1,1,0,-1.0,1,0,1
48,0,0,1,2,0,0,-1.0,6,9,1
38,0,2,0,1,1,2,-1.0,1,1,0
35,0,2,0,1,1,1,0.0,2,74,0
44,0,0,0,1,1,1,-1.0,1,1,0
27,0,5,0,1,1,0,-1.0,4,1,1
25,0,3,0,1,1,0,-1.0,3,0,0
52,0,0,1,1,1,1,-1.0,1,0,0
42,1,5,0,1,1,6,-1.0,3,1,0
41,1,2,0,1,1,0,0.0,1,0,0
20,0,2,2,0,0,1,-1.0,8,17,1
21,0,0,2,2,1,1,-1.0,5,1,1
55,0,3,1,1,1,0,-1.0,1,0,0
50,0,2,1,1,1,8,-1.0,3,172,0
25,0,0,0,2,1,2,-1.0,7,0,1
22,1,0,2,2,1,0,-1.0,5,2,0
30,0,2,0,0,1,1,-1.0,8,1,0
31,0,3,0,1,0,2,-1.0,3,1,1
21,1,0,2,1,1,0,-1.0,3,1,0
47,1,2,1,2,1,3,0.0,5,63,0
44,0,2,0,1,1,2,-1.0,3,1,1
30,1,0,0,1,1,0,-1.0,1,0,0
29,0,0,0,0,1,5,0.0,8,0,1
39,0,2,0,1,1,3,-1.0,4,2,0
21,0,0,2,2,1,0,-1.0,5,0,0
38,0,0,0,1,1,3,-1.0,4,1,0
24,0,2,2,1,1,8,-1.0,4,0,1
23,0,0,2,0,0,3,0.0,9,5,1
57,1,2,1,1,1,0,-1.0,1,1,0
24,1,0,2,2,0,1,0.0,5,0,1
32,0,2,0,1,0,0,-1.0,2,1,0
22,1,0,2,0,0,0,-1.0,8,0,1
30,0,2,0,0,0,5,0.0,10,7,1
36,1,2,0,1,0,0,0.0,1,1,0
52,0,2,1,1,1,1,-1.0,1,0,0
26,0,2,0,0,0,1,-1.0,9,3,0
41,1,0,0,2,1,0,-4.0,6,3,0
42,0,2,0,1,1,0,-1.0,1,1,0
29,0,2,0,1,1,3,-1.0,4,1,1
61,0,2,1,2,0,15,-10.0,6,0,0
30,1,0,0,1,1,9,-1.0,4,1,1
38,1,2,0,1,0,2,-1.0,3,0,0
28,0,2,0,1,1,4,-1.0,4,3,1
37,0,0,0,1,0,1,-11.0,1,8,0
25,0,0,0,1,1,1,-1.0,2,0,0
47,1,2,1,1,1,0,0.0,1,1,0
22,0,0,2,2,0,0,0.0,6,1,0
52,0,0,1,1,1,0,0.0,1,1,0
26,0,0,0,0,1,13,0.0,8,-1,1
51,0,0,1,2,1,1,0.0,5,0,0
40,0,5,0,1,1,1,0.0,1,0,0
28,0,0,0,2,1,2,0.0,5,1,1
25,0,0,0,0,1,15,-1.0,9,2,1
36,0,2,0,1,1,1,-1.0,2,0,0
32,0,2,0,0,1,8,-4.0,9,0,1
35,1,0,0,2,1,1,-1.0,6,64,0
29,0,0,0,0,1,5,-1.0,10,2,0
31,0,0,0,2,1,11,0.0,7,0,1
28,0,2,0,2,0,2,-3.0,6,0,1
26,1,3,0,1,1,7,0.0,4,1,0
24,1,0,2,1,1,0,0.0,2,1,0
50,0,0,1,1,0,1,-1.0,1,1,0
38,0,3,0,1,1,3,23.0,1,1,1
29,1,2,0,0,1,1,-1.0,10,11,0
40,1,2,0,0,1,0,-1.0,8,29,1
47,0,0,1,1,1,6,0.0,2,5,0
22,0,0,2,2,1,0,-1.0,7,2,1
39,0,0,0,1,1,1,-6.0,1,4,0
28,1,0,0,2,1,8,-1.0,6,0,1
24,0,0,2,1,1,1,-1.0,3,1,1
46,0,0,1,1,1,3,-1.0,1,1,0
20,0,1,2,0,1,2,-1.0,10,52,1
30,1,3,0,1,1,1,-9.0,1,7,0
31,0,3,0,0,1,8,29.0,9,117,1
33,0,0,0,1,1,0,-1.0,2,0,1
27,0,5,0,1,0,0,-1.0,3,2,1
35,0,0,0,2,1,0,-1.0,7,2,0
27,0,0,0,2,1,0,-1.0,5,0,0
64,1,3,1,1,1,1,-2.0,1,0,0
28,0,0,0,0,0,1,-1.0,9,38,0
37,1,2,0,2,1,4,-18.0,5,0,1
33,1,2,0,1,1,2,-1.0,3,1,1
56,0,0,1,1,1,6,-1.0,2,1,0
37,1,2,0,1,1,1,-1.0,1,0,1
59,0,0,1,1,1,13,-1.0,2,242,1
44,1,2,0,1,0,0,-1.0,1,0,0
20,0,0,2,1,1,0,0.0,4,0,1
38,1,2,0,1,1,1,-1.0,1,0,1
23,0,2,2,2,0,5,-1.0,5,0,1
29,0,0,0,2,0,5,0.0,7,1,0
68,1,3,1,1,1,0,-3.0,1,0,0
38,1,0,0,0,1,0,-1.0,8,749,1
25,0,0,0,2,1,0,0.0,5,2,0
25,0,0,0,2,0,4,0.0,7,0,1
31,1,0,0,1,1,1,-27.0,1,-1,0
47,1,0,1,1,0,0,-2.0,2,0,0
29,0,2,0,1,0,10,-1.0,4,7,1
47,0,0,1,1,1,9,-1.0,4,64,0
36,1,0,0,0,1,25,0.0,10,0,1
24,1,0,2,2,1,1,-1.0,6,1,1
51,0,5,1,1,1,2,-1.0,1,34,0
23,0,2,2,1,1,0,0.0,2,1,0
25,0,0,0,0,1,5,-1.0,9,4,1
34,1,5,0,1,1,1,0.0,2,-1,1
26,1,0,0,0,1,12,-1.0,9,10,1
33,0,0,0,0,1,0,0.0,10,37,1
24,0,3,2,0,1,6,-1.0,10,218,1
55,0,0,1,1,1,1,-1.0,1,9,0
26,0,0,0,0,1,6,-1.0,8,1,1
23,1,0,2,1,1,0,-2.0,4,0,1
24,1,3,2,1,1,0,0.0,3,0,0
27,0,0,0,0,1,9,-1.0,8,52,1
27,1,5,0,1,0,0,-1.0,2,0,0
27,0,2,0,1,1,2,-1.0,4,0,1
32,0,3,0,1,0,0,-3.0,2,0,0
39,0,0,0,0,1,13,-1.0,10,1,1
33,0,0,0,0,0,5,-1.0,9,0,1
30,1,0,0,1,1,4,-1.0,4,1,1
37,0,2,0,0,1,7,-1.0,8,69,1
53,0,2,1,2,0,6,-1.0,5,10,1
41,0,0,0,2,1,12,0.0,6,0,1
33,1,0,0,1,1,1,-1.0,1,1,1
34,0,0,0,1,1,1,-1.0,2,1,0
32,0,0,0,0,1,4,-1.0,8,1,1
32,0,2,0,2,0,6,-1.0,6,8,1
30,0,0,0,1,0,2,-1.0,2,0,0
57,0,2,1,1,0,1,-4.0,1,1,1
30,1,0,0,0,1,7,0.0,10,2,1
53,0,2,1,1,1,1,-6.0,1,6,0
20,0,2,2,1,1,0,-1.0,3,0,0
24,1,2,2,0,1,3,-1.0,8,1,1
20,0,2,2,0,1,0,-1.0,10,6,1
24,0,0,2,2,1,3,-3.0,6,0,1
34,0,2,0,1,1,11,-1.0,4,1,0
25,0,2,0,2,1,0,-1.0,5,-1,0
31,0,3,0,2,1,5,0.0,6,37,1
37,1,5,0,1,0,0,-1.0,1,0,1
25,1,0,0,0,1,3,0.0,8,0,1
27,0,2,0,1,1,0,-1.0,2,1,0
29,0,2,0,1,1,6,-1.0,4,0,1
27,1,0,0,2,1,3,-1.0,7,6,1
23,1,5,2,1,0,0,-1.0,4,1,0
25,1,2,0,1,0,2,-2.0,4,1,1
64,0,3,1,1,1,1,-8.0,1,7,0
24,0,2,2,2,1,0,-3.0,5,1,0
43,0,0,0,2,0,0,0.0,6,-1,0
32,0,0,0,0,0,4,-7.0,10,6,1
32,0,0,0,2,1,6,-1.0,7,4,1
27,0,2,0,0,1,18,-1.0,9,178,1
50,1,0,1,1,1,0,0.0,1,0,0
57,0,2,1,1,1,2,-28.0,1,9,0
33,1,2,0,1,0,1,-1.0,2,0,0
24,0,3,2,0,1,1,-6.0,10,6,0
30,0,0,0,0,1,17,-4.0,10,4,1
21,0,0,2,0,1,1,0.0,10,0,1
22,0,5,2,1,1,0,-1.0,3,1,0
24,0,2,2,0,1,8,-1.0,9,35,1
24,0,0,2,0,1,0,0.0,10,1,1
21,0,0,2,1,1,0,-1.0,4,0,0
21,0,0,2,0,1,1,-1.0,9,1,0
37,0,0,0,0,1,11,-1.0,8,1,1
25,1,0,0,0,0,3,-23.0,10,1,0
30,1,2,0,2,1,4,-3.0,5,0,1
43,1,0,0,1,1,0,-1.0,1,1,1
51,1,2,1,2,0,5,-1.0,7,20,1
29,0,0,0,2,1,9,-1.0,7,1,1
53,1,0,1,1,1,0,0.0,1,1,1
26,0,0,0,2,1,5,-1.0,7,0,1
24,0,2,2,2,1,5,-22.0,5,5,1
36,0,0,0,2,1,14,-1.0,7,173,1
34,1,2,0,1,0,0,-2.0,2,1,0
31,1,5,0,1,1,0,-1.0,2,9,0
41,0,0,0,1,1,8,-1.0,4,1,0
27,0,0,0,2,0,1,0.0,5,0,1
30,0,2,0,0,1,5,-1.0,8,2,1
60,1,2,1,1,1,0,-7.0,1,3,1
52,0,5,1,1,1,0,-1.0,1,0,0
38,0,2,0,0,1,3,-1.0,9,1,1
35,1,0,0,1,1,1,-1.0,2,1,0
29,1,0,0,1,0,0,0.0,2,1,0
63,0,0,1,1,0,1,0.0,1,0,0
65,1,2,1,1,0,1,-1.0,1,1,1
26,0,0,0,2,0,1,-1.0,5,1,0
68,0,0,1,1,0,5,-4.0,2,0,0
48,0,5,1,2,1,12,0.0,5,1,0
50,0,0,1,1,0,3,0.0,2,-1,0
20,0,2,2,1,1,1,-1.0,2,1,1
29,1,0,0,2,1,6,-1.0,7,0,1
28,1,2,0,1,1,0,0.0,3,13,0
48,0,2,1,2,1,0,-1.0,7,11,0
36,0,0,0,2,1,0,-1.0,6,0,0
31,0,3,0,1,1,0,-5.0,1,1,0
46,0,0,1,2,1,10,-1.0,5,9,1
23,0,0,2,2,1,5,0.0,6,1,1
38,1,2,0,2,0,1,-1.0,6,1,1
25,0,0,0,2,1,3,-1.0,6,2,1
25,0,2,0,1,0,0,0.0,4,0,1
38,1,2,0,1,0,0,0.0,1,0,0
54,0,0,1,2,1,3,-1.0,6,2,1
28,0,0,0,2,1,10,-20.0,5,20,1
26,1,0,0,0,1,3,-1.0,9,205,1
26,0,0,0,0,1,3,0.0,10,33,1
36,1,0,0,0,1,5,-20.0,8,19,1
51,0,2,1,1,1,0,0.0,1,35,0
24,1,0,2,1,1,0,-1.0,3,1,0
22,0,0,2,2,1,1,0.0,7,0,1
32,0,0,0,1,1,1,-1.0,2,1,1
53,0,2,1,2,1,36,-7.0,6,32,1
30,0,2,0,2,0,3,0.0,7,530,1
30,0,0,0,0,1,9,0.0,10,50,1
23,0,2,2,2,1,2,-1.0,7,15,1
31,0,0,0,0,1,8,-1.0,9,0,1
25,1,0,0,2,1,0,-1.0,5,1,1
36,1,3,0,1,1,1,0.0,2,0,0
29,0,0,0,0,1,7,0.0,8,2,1
47,1,2,1,1,1,5,0.0,3,0,1
43,1,0,0,1,1,8,-1.0,2,1,0
22,0,0,2,2,1,0,-1.0,5,0,1
37,1,5,0,1,1,0,-1.0,1,0,0
41,0,0,0,0,1,10,0.0,9,176,1
53,1,0,1,1,1,1,-1.0,2,0,0
36,0,2,0,2,0,7,-1.0,6,7,1
26,1,2,0,1,1,9,0.0,4,1,1
24,0,0,2,1,1,2,0.0,3,1,1
38,1,2,0,1,1,0,-1.0,3,2,1
22,1,0,2,2,1,1,-1.0,6,4,1
20,0,0,2,2,0,0,0.0,6,0,0
52,1,2,1,1,1,4,-1.0,3,1,1
37,1,0,0,1,1,0,-1.0,1,1,1
23,0,0,2,1,1,0,-1.0,4,1,0
25,1,2,0,0,1,0,-1.0,9,0,0
38,0,0,0,1,1,0,-1.0,1,1,0
37,0,0,0,0,1,26,-1.0,10,1,1
30,1,0,0,0,1,18,-1.0,10,17,0
28,0,0,0,0,1,5,-1.0,8,34,0
31,0,0,0,2,1,4,-12.0,5,2,1
21,0,0,2,2,1,1,-1.0,6,156,0
50,1,2,1,1,1,3,0.0,4,25,1
40,1,2,0,1,1,1,-1.0,4,1,0
47,1,2,1,1,1,13,0.0,4,66,1
39,0,2,0,1,1,3,-1.0,1,1,1
23,1,0,2,2,1,1,-1.0,7,0,0
63,1,2,1,1,0,0,-1.0,1,0,0
27,0,0,0,2,1,4,-1.0,5,50,1
57,0,0,1,0,1,12,-1.0,9,50,0
24,1,2,2,1,1,2,0.0,2,0,0
50,0,2,1,2,1,0,-1.0,7,30,0
31,0,2,0,2,1,6,-1.0,5,1,1
25,1,0,0,2,1,6,-1.0,7,0,1
36,0,0,0,2,0,1,-1.0,5,6,1
26,1,0,0,0,0,0,-1.0,8,1,0
51,1,2,1,1,1,4,-26.0,1,0,0
21,0,0,2,1,1,0,-1.0,4,4,1
21,0,2,2,0,1,0,0.0,8,0,1
24,0,0,2,2,0,0,0.0,5,0,0
24,0,0,2,2,1,1,0.0,7,0,0
47,1,2,1,1,0,0,-3.0,1,0,0
29,1,2,0,2,1,7,-1.0,7,27,1
45,0,2,1,1,1,7,-1.0,2,1,0
43,0,2,0,1,1,2,-26.0,1,1,0
31,1,0,0,2,1,9,-1.0,7,0,1
53,1,2,1,1,1,1,-1.0,1,4,1
27,0,5,0,1,1,6,-1.0,4,1,1
34,0,2,0,0,1,13,-1.0,8,18,1
49,0,0,1,1,1,2,-1.0,1,1,0
30,0,2,0,1,1,3,21.0,2,25,0
49,0,3,1,1,1,0,-3.0,1,0,0
33,1,0,0,0,1,16,0.0,9,33,1
30,0,2,0,1,1,3,-1.0,4,12,1
55,0,2,1,1,0,2,-12.0,1,2,0
31,1,0,0,1,0,3,-1.0,2,0,1
34,0,2,0,2,1,15,-1.0,7,1,0
27,0,0,0,1,1,3,-1.0,1,0,1
39,1,0,0,1,1,0,-1.0,1,1,0
24,0,2,2,2,1,1,-1.0,5,21,1
35,0,2,0,1,1,3,0.0,4,1,0
24,0,3,2,1,1,0,-1.0,2,6,0
27,1,0,0,1,1,5,0.0,4,64,1
44,0,0,0,1,1,0,-1.0,1,2,0
28,1,0,0,2,1,1,-1.0,7,1,0
45,1,2,1,1,0,0,0.0,1,1,0
77,1,2,1,1,1,1,-1.0,1,3,0
61,0,0,1,1,1,1,0.0,1,0,1
37,1,0,0,1,1,3,-1.0,2,0,0
29,0,0,0,0,1,10,-1.0,9,29,1
22,1,0,2,2,1,0,-1.0,7,0,1
44,1,0,0,2,1,0,-1.0,5,34,0
24,0,0,2,1,1,1,-1.0,3,0,1
29,0,0,0,2,1,0,0.0,7,0,0
42,0,0,0,2,0,16,-1.0,6,24,0
45,0,0,1,1,1,0,0.0,3,0,1
36,0,2,0,2,1,9,0.0,6,19,1
37,1,0,0,1,1,0,-1.0,3,2,0
25,0,3,0,2,1,2,-1.0,5,0,1
38,0,3,0,1,1,0,0.0,1,1,0
27,0,0,0,0,1,3,-1.0,9,9,1
32,0,2,0,1,1,0,-1.0,2,0,0
24,0,2,2,0,1,6,-1.0,9,1,0
54,1,0,1,1,1,0,-1.0,1,1,0
24,1,0,2,0,1,1,0.0,8,13,1
27,0,0,0,1,1,5,0.0,3,3,1
38,1,0,0,1,1,0,0.0,2,1,0
63,1,2,1,1,1,0,0.0,1,3,1
47,1,0,1,1,1,0,-1.0,1,0,1
31,0,0,0,1,1,3,0.0,1,-1,1
48,0,0,1,1,1,1,-1.0,1,0,0
27,0,0,0,0,1,4,0.0,9,0,1
23,0,0,2,2,0,0,-1.0,5,0,1
42,0,0,0,1,1,1,-12.0,1,4,0
43,0,0,0,1,1,1,-1.0,1,1,0
56,1,3,1,1,1,10,-1.0,2,13,1
27,0,0,0,2,0,3,0.0,6,2,1
25,1,0,0,0,1,7,-1.0,9,3,1
21,0,0,2,2,1,1,-1.0,5,11,1
31,0,0,0,1,1,0,-1.0,2,1,0
24,0,2,2,1,1,1,-1.0,3,0,0
60,0,0,1,2,1,13,-1.0,6,2,1
46,0,2,1,1,1,0,-1.0,1,0,0
28,1,2,0,2,0,1,-2.0,5,0,0
32,0,0,0,0,1,17,0.0,8,0,1
21,0,0,2,1,1,0,-3.0,4,0,0
50,0,2,1,1,0,3,0.0,3,0,1
65,0,2,1,1,0,0,-1.0,1,0,0
47,0,0,1,0,1,0,-1.0,8,1,1
20,1,3,2,1,1,0,-1.0,2,1,1
42,0,2,0,2,1,2,-1.0,7,1,1
32,1,0,0,1,0,0,-1.0,3,1,1
25,0,3,0,1,1,2,-1.0,2,0,1
31,0,0,0,0,1,0,0.0,10,0,0
29,1,0,0,1,1,0,-1.0,2,1,1
34,0,0,0,1,1,5,-1.0,4,5,1
26,1,2,0,1,1,0,-1.0,2,1,0
33,1,2,0,2,0,0,-1.0,6,1,1
33,1,2,0,1,1,1,0.0,3,1,0
23,0,0,2,2,0,0,0.0,7,0,0
28,0,2,0,2,0,1,-1.0,7,9,0
46,1,2,1,1,1,0,-1.0,2,37,1
25,0,5,0,2,1,1,-1.0,5,266,0
30,0,2,0,1,1,2,-1.0,3,63,0
52,0,3,1,1,1,0,-1.0,1,1,0
55,1,2,1,1,1,0,-1.0,1,0,0
32,0,2,0,0,1,15,0.0,9,90,1
29,1,2,0,1,1,0,0.0,1,-1,0
37,0,0,0,0,1,0,-1.0,8,0,0
25,1,2,0,0,1,4,-10.0,10,1,0
21,0,2,2,0,1,1,-1.0,8,12,0
30,0,0,0,1,1,9,-1.0,3,1,1
28,0,2,0,0,0,7,-1.0,9,1,1
51,1,0,1,1,1,1,-1.0,4,0,1
21,0,5,2,1,1,0,-1.0,4,2,0
46,0,2,1,1,1,6,22.0,1,22,1
28,1,3,0,1,1,0,0.0,2,2,1
26,0,2,0,2,1,4,-1.0,7,2,1
38,1,0,0,1,1,5,-1.0,4,5,0
25,0,0,0,2,1,1,-1.0,6,28,1
24,0,0,2,1,1,1,-1.0,3,0,1
34,1,0,0,2,1,0,0.0,7,29,1
30,0,3,0,1,1,1,0.0,2,-1,1
33,0,2,0,0,1,10,0.0,9,117,0
33,1,3,0,1,1,0,-1.0,2,0,0
35,1,3,0,1,1,0,-7.0,3,1,0
44,1,3,0,1,1,0,-2.0,1,1,0
43,0,2,0,2,1,9,-2.0,6,0,0
27,0,0,0,1,0,0,-1.0,3,0,0
62,1,2,1,1,0,0,-1.0,1,3,0
38,0,3,0,1,0,0,0.0,1,0,0
24,0,2,2,1,1,0,-1.0,4,18,0
36,0,5,0,2,0,6,-21.0,7,0,1
23,0,0,2,0,1,2,-1.0,8,6,1
37,0,3,0,1,1,8,-8.0,2,0,1
42,0,2,0,1,1,6,-4.0,3,-1,0
23,1,2,2,2,1,3,-1.0,7,1,0
26,1,3,0,1,1,1,-1.0,1,1,0
31,1,0,0,1,1,7,0.0,3,1,1
49,1,2,1,1,1,0,-3.0,1,0,0
29,0,0,0,1,1,0,-1.0,2,12,1
36,0,5,0,1,1,0,-1.0,1,5,0
30,1,3,0,2,1,3,-1.0,5,2,1
39,1,0,0,2,1,6,-1.0,7,35,1
28,0,0,0,0,1,25,29.0,8,25,1
40,0,0,0,1,0,0,0.0,1,-1,0
49,0,2,1,2,0,4,0.0,5,3,0
28,1,0,0,1,1,3,0.0,2,0,0
51,0,0,1,1,1,0,-1.0,1,2,1
54,0,2,1,1,1,3,-1.0,2,0,0
21,0,0,2,1,1,0,-1.0,3,1,0
21,0,0,2,0,0,0,-1.0,8,1,1
46,1,2,1,1,1,0,-1.0,1,0,0
40,1,2,0,1,1,2,-1.0,1,1,0
32,0,0,0,1,1,0,-1.0,1,0,1
74,1,2,1,1,1,0,-1.0,1,1,0
23,0,2,2,1,1,2,-1.0,2,0,0
54,1,5,1,1,1,2,-1.0,2,1,1
38,0,0,0,2,1,2,0.0,7,9,1
38,0,2,0,1,0,0,-1.0,1,2,0
30,0,3,0,1,1,2,-1.0,2,6,0
22,1,2,2,2,0,2,-1.0,7,2,1
53,1,2,1,1,1,3,-2.0,2,2,1
50,0,0,1,2,1,7,-1.0,5,1,1
32,0,0,0,1,1,8,-1.0,4,4,0
43,1,2,0,1,1,1,-1.0,1,1,0
38,1,5,0,1,1,1,-1.0,1,0,0
42,0,0,0,1,1,0,-1.0,1,0,0
27,0,2,0,0,1,0,-1.0,10,27,1
64,0,0,1,2,1,13,-1.0,6,1,1
38,1,0,0,1,1,2,0.0,4,10,1
22,1,0,2,1,0,1,-3.0,4,-1,0
32,0,0,0,2,1,1,-1.0,7,1,0
52,0,0,1,1,0,0,-1.0,1,0,0
49,0,0,1,2,1,10,-1.0,6,43,1
31,0,2,0,0,1,17,-1.0,8,1,1
44,1,3,0,1,0,0,-1.0,1,1,0
49,0,2,1,2,0,2,-1.0,6,10,0
46,0,2,1,1,1,1,-4.0,1,0,0
51,0,1,1,1,1,1,-1.0,1,1,1
29,0,5,0,1,1,2,-1.0,2,1,1
29,1,5,0,2,1,3,0.0,7,0,0
28,0,0,0,0,1,7,-1.0,10,1,0
23,0,0,2,1,0,1,-1.0,4,28,1
32,0,2,0,0,1,11,-1.0,10,141,0
29,0,0,0,1,1,3,0.0,4,0,1
28,0,0,0,1,1,0,-1.0,1,1,0
27,1,0,0,1,1,0,0.0,1,0,0
48,0,3,1,1,1,1,2.0,1,126,1
35,0,0,0,1,0,2,-1.0,2,1,0
31,0,2,0,1,1,1,-1.0,2,1,0
24,0,2,2,1,1,0,-1.0,2,1,0
24,0,5,2,2,1,5,-1.0,6,1,0
32,1,0,0,0,1,12,-1.0,10,1,1
46,0,0,1,2,1,2,0.0,7,64,1
47,1,5,1,1,1,5,-1.0,1,0,1
25,1,0,0,1,1,0,0.0,2,1,0
58,0,2,1,1,1,1,-1.0,1,3,0
27,1,2,0,1,1,0,0.0,4,-1,1
29,1,0,0,1,1,2,-1.0,4,0,0
23,0,2,2,2,1,3,-1.0,5,9,0
28,0,0,0,2,1,4,0.0,6,21,1
24,0,0,2,2,1,5,0.0,6,-1,0
37,1,0,0,2,1,0,-1.0,7,0,0
80,1,2,1,1,1,0,-1.0,1,0,0
27,0,5,0,1,1,0,-1.0,2,54,1
21,0,2,2,1,1,0,-1.0,4,28,1
36,1,0,0,0,1,9,0.0,8,1,0
29,0,0,0,1,1,2,-1.0,1,1,1
36,0,0,0,2,1,15,-1.0,5,1,0
28,0,2,0,2,1,5,-23.0,5,20,1
25,1,2,0,2,1,0,-1.0,5,2,1
38,1,0,0,1,0,0,-1.0,4,1,0
21,0,0,2,2,1,0,0.0,7,3,0
24,0,0,2,2,1,0,-1.0,5,0,1
25,0,2,0,0,1,5,-1.0,9,0,1
28,1,2,0,1,1,1,0.0,2,-1,1
26,0,0,0,1,1,2,-1.0,2,1,0
37,0,0,0,0,1,13,-1.0,8,0,1
35,0,2,0,1,0,0,0.0,3,-1,1
21,0,0,2,2,1,3,-1.0,7,9,1
32,1,5,0,1,1,0,-1.0,3,0,1
28,0,0,0,1,1,0,0.0,2,-1,0
39,0,0,0,1,1,6,-1.0,3,2,1
43,1,0,0,2,1,1,-1.0,5,5,1
34,1,2,0,2,0,3,-1.0,5,10,0
21,0,0,2,2,0,0,-2.0,5,0,1
56,0,0,1,2,1,31,-22.0,6,0,1
41,0,0,0,2,1,2,-1.0,5,14,0
39,0,2,0,1,1,1,-4.0,1,1,0
30,0,3,0,1,1,0,0.0,1,0,0
49,0,5,1,1,1,2,-1.0,1,0,0
29,1,0,0,1,1,1,-1.0,4,3,0
29,0,2,0,0,1,11,-1.0,8,49,1
27,1,2,0,1,1,4,-1.0,4,1,1
38,0,0,0,2,1,15,0.0,7,0,0
29,0,5,0,1,0,0,-1.0,3,47,0
25,0,0,0,0,1,1,-1.0,8,1,1
48,1,2,1,1,0,0,0.0,1,0,0
52,0,3,1,1,1,20,-1.0,3,27,0
40,1,2,0,1,1,4,0.0,1,1,0
26,0,3,0,1,1,0,-1.0,3,2,0
22,1,0,2,1,0,0,-2.0,3,0,0
34,1,1,0,1,1,0,-1.0,2,1,0
28,1,3,0,1,1,0,0.0,1,0,1
44,1,2,0,1,0,0,-1.0,1,0,1
32,1,0,0,1,1,5,-1.0,4,1,0
27,0,0,0,2,1,13,0.0,6,14,1
31,0,0,0,1,0,0,-1.0,3,1,1
35,1,2,0,1,1,0,-1.0,1,0,1
23,0,0,2,1,0,1,-1.0,4,0,0
26,1,0,0,2,1,3,-1.0,6,2,1
32,0,0,0,2,1,4,-1.0,6,1,1
24,0,0,2,0,1,4,-1.0,9,51,1
29,1,0,0,1,1,4,-26.0,4,0,0
36,0,0,0,2,1,0,-1.0,5,0,0
21,0,0,2,0,1,0,0.0,8,0,1
37,0,0,0,1,1,3,0.0,2,1,0
34,0,2,0,2,1,4,0.0,5,1,0
47,0,2,1,1,0,1,-20.0,1,14,1
64,1,2,1,1,0,0,-1.0,1,0,0
32,0,2,0,1,0,0,-1.0,1,0,1
42,0,0,0,1,0,1,-1.0,2,0,0
24,0,0,2,1,1,4,-1.0,4,1,1
41,0,0,0,1,1,6,-1.0,3,6,0
23,0,0,2,1,1,2,0.0,4,0,1
27,1,0,0,1,1,2,-1.0,3,0,1
24,0,2,2,0,0,6,0.0,9,3,1
33,0,5,0,1,1,0,-1.0,1,1,0
35,1,0,0,2,1,2,-1.0,7,0,0
29,0,0,0,2,1,2,-1.0,6,37,0
36,0,3,0,1,1,1,30.0,4,106,1
27,1,0,0,2,1,5,-1.0,5,6,1
29,0,0,0,2,0,3,-1.0,5,0,0
35,0,3,0,2,1,7,0.0,7,1,0
46,1,0,1,1,1,0,0.0,1,1,0
31,0,2,0,1,1,1,0.0,4,0,1
38,0,0,0,1,1,10,0.0,4,10,1
26,0,2,0,1,1,1,-1.0,4,5,0
38,0,0,0,1,1,2,-1.0,1,1,0
30,0,0,0,0,1,19,0.0,10,9,1
34,0,0,0,2,1,12,0.0,7,34,0
56,0,2,1,1,1,7,-1.0,1,0,1
35,0,2,0,1,1,2,-1.0,2,2,1
21,0,0,2,2,1,2,-1.0,6,7,1
26,0,0,0,2,1,1,-1.0,5,22,1
36,0,0,0,1,1,0,-1.0,4,280,0
48,0,2,1,1,0,0,-1.0,2,1,0
56,1,2,1,1,1,9,-24.0,1,19,1
21,1,2,2,1,1,0,0.0,4,0,1
36,0,2,0,2,0,3,-27.0,6,27,1
24,0,3,2,2,1,3,-1.0,6,97,1
31,0,0,0,2,1,0,-1.0,5,8,0
34,0,0,0,0,1,6,-1.0,8,13,1
20,1,2,2,2,1,1,-1.0,5,1,1
26,0,0,0,2,1,6,-1.0,7,2,1
22,0,2,2,1,1,0,-2.0,4,0,0
38,0,1,0,1,1,2,0.0,1,8,0
55,1,2,1,1,1,2,-1.0,1,0,1
27,0,0,0,2,0,8,-23.0,6,3,0
